sentence_index,entity_raw,entity_normalised,category,sentence_text,session
859,the Post Office,Post Office,Organisation,"What I didn't know at this stage, to be very clear, was that by dint of what had happened with Gareth Jenkins, the Post Office had breached its duties as a prosecutor.",Day143
861,Horizon,Horizon,Technical System,Did you never at any time connect the long-running criticism of Horizon's integrity that had been forced upon the Post Office by subpostmasters for years and years being informed that there was a problem with the expert evidence on which the Post Office had relied about bugs?,Day143
861,Post Office,Post Office,Organisation,Did you never at any time connect the long-running criticism of Horizon's integrity that had been forced upon the Post Office by subpostmasters for years and years being informed that there was a problem with the expert evidence on which the Post Office had relied about bugs?,Day143
863,Horizon Online,Horizon Online,Technical System,"The information I was told was very specific, which was that these 2 bugs were related to Horizon Online.",Day143
866,Lesley,Lesley Sewell,Individual,"So this was Lesley's frustration, which was that these were 2 isolated incidents, I accept now that is incorrect, but that was what I was told.",Day143
868,Susan,Susan Crichton,Individual,"There is even documentation which refers to them as a red herring, and the fact that Susan was going through this SIFT review to me seemed to be reassuring rather than concerning.",Day143
870,Jenkins,Gareth Jenkins,Individual,"I don't believe I knew Mr. Jenkins' name because there is— I'm asking, did you ask who was this witness?",Day143
871,Fujitsu,Fujitsu,Organisation,I think I was told that it was a Fujitsu— someone who worked for Fujitsu who was very competent on the system.,Day143
873,the Post Office,Post Office,Organisation,No. Did you ask what was being done in relation to the evidence that the Post Office was concerned about?,Day143
875,the Post Office,Post Office,Organisation,Did you ask what the Post Office was doing as a result of its concern that he had failed to mention in cases knowledge of bugs?,Day143
881,Alice Perkins,Alice Perkins,Individual,"An email from you to Alice Perkins, signing out.",Day143
882,Alice,Alice,Individual,"Hi Alice, don't worry about the lateness of the note, I'm clearing the tray before I'm signing out.",Day143
884,Anthony Hooper,Anthony Hooper,Individual,"Sir Anthony Hooper, Sparrow, very positive phone call on Friday PM, no issue at all, Hillsborough, he's going to send a file note.",Day143
884,Hillsborough,Hillsborough,Individual,"Sir Anthony Hooper, Sparrow, very positive phone call on Friday PM, no issue at all, Hillsborough, he's going to send a file note.",Day143
885,Sparrow,Sparrow,Individual,And then my concern re Sparrow is currently our obligations of disclosure re an unsafe witness.,Day143
886,Fujitsu,Fujitsu,Organisation,The representative from Fujitsu made statements about no bugs which later could be seen to have been undermined by the Second Sight report.,Day143
886,Sight,Second Sight,Organisation,The representative from Fujitsu made statements about no bugs which later could be seen to have been undermined by the Second Sight report.,Day143
888,Lesley Sewell,Lesley Sewell,Individual,Is the unsafe witness that you're referring to there the same person that Lesley Sewell and Susan Crichton had referred to earlier?,Day143
888,Susan Crichton,Susan Crichton,Individual,Is the unsafe witness that you're referring to there the same person that Lesley Sewell and Susan Crichton had referred to earlier?,Day143
897,Mr Altman,Mr Altman,Organisation,"It's 6 days after Mr Altman did his general review document, which I think you say you weren't told about or didn't see.",Day143
903,Fujitsu,Fujitsu,Organisation,"So you understood by this time that there was an issue about the reliability of the Fujitsu expert evidence about there being bugs, i.e., the absence of them.",Day143
905,Sight,Second Sight,Organisation,And not merely about the presence of bugs that had been revealed by the Second Sight report.,Day143
909,Martin Edwards,Martin Edwards,Individual,"I suspect this is the media aspect again, which is the worry that something that that could be taken out of context, I'm not entirely sure, because I don't— whether I was given this information very quickly, because I'm clearly going somewhere and Martin Edwards is briefed to give Alice more detail, I don't— I just have no recall of this at all.",Day143
909,Alice,Alice,Organisation,"I suspect this is the media aspect again, which is the worry that something that that could be taken out of context, I'm not entirely sure, because I don't— whether I was given this information very quickly, because I'm clearly going somewhere and Martin Edwards is briefed to give Alice more detail, I don't— I just have no recall of this at all.",Day143
